"DN";"fid";"name";"date";"island";"gps_id";"radius";"colour_sca";"colour";"class_1";"class_2";"class_3";"cover_wate";"cover_shel";"cover_rock";"cover_chan";"cover_uca";"cover_macr";"uca_class";"greeness";"mangrove";"penetrabil";"camera";"photo";"obs";"ele";"time";"gpxx_Waypo";"wptx1_Wayp";"ctx_Creati";"layer";"path";"area..ha.";"X.finos";"test1_clas";"test2_clas";"test3_clas";"test4_clas";"test5_clas";"test6_clas";"sandy_uca";"teste_fin";"test_fin2";"teste_bs";"finalvalue";"class_name";"train_val";"classname";"fv2";"new_test";"fv3";"fv4";"fv5";"fv6";"finalclass";"uca";"fpc";"ele_2";"time_2";"name_2";"gpxx_Way_1";"wptx1_Wa_1";"ctx_Crea_1";"radius_2";"Spectral1"
3;2629;"2629";"30/03/2029";"Adonga";"1";"5";"-";"-";"-";"mud";"-";5;1;0;0;0;0;"-";"N";"N";NA;"Belo";"100-724/725";NA;4.007285;"2019/03/30 13:15:29.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-30T13:15:29Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.008;58.74;"muddy";"muddy";"muddy";"muddy";"muddy";"sediment";"other";"muddy";"muddy";"other";"6";"muddy";"training";"muddy";"2";"6";"2";"4";"5";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2628;"2628";"30/03/2029";"Adonga";"1";"15";"-";"-";"wet";"mud";"uca";0;1;0;0;100;0;"H";"N";"N";NA;"-";"-";"sedID+fotos=1-2627";4.31942;"2019/03/30 13:00:49.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-30T13:00:49Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;NA;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"6";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2627;"2627";"30/03/2029";"Adonga";"1";"10";"-";"-";"wet";"mud";"uca";0;1;0;0;100;0;"H";"N";"N";NA;"Belo";"100-722/723";NA;4.323557;"2019/03/30 13:00:20.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-30T13:00:20Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.031;NA;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"6";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2626;"2626";"30/03/2029";"Adonga";"1";"20";"-";"-";"wet";"muddy_sand";"-";10;2;0;0;0;0;"-";"N";"N";NA;"Belo";"100-720/721";NA;6.177633;"2019/03/30 12:48:03.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-30T12:48:03Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.124;14.48;"sandy";"sandy";"muddy_sand";"muddy";"muddy";"sediment";"other";"sandy";"muddy";"other";"6";"muddy";"training";"muddy";"2";"4";"2";"4";"5";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2625;"2625";"30/03/2029";"Adonga";"1";"15";"-";"-";"wet";"muddy_sand";"-";15;1;0;0;0;0;"-";"N";"N";NA;"Belo";"100-718/719";"pouco sandy";4.216558;"2019/03/30 12:33:33.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-30T12:33:33Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;17.38;"sandy";"sandy_water";"muddy_sand";"muddy";"muddy";"sediment";"other";"sandy";"muddy";"other";"6";"muddy";"training";"muddy";"2";"4";"2";"4";"5";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2624;"2624";"30/03/2029";"Adonga";"1";"10";"-";"-";"wet";"muddy_sand";"-";15;1;0;0;0;0;"-";"N";"N";NA;"Belo";"100-716/717";"pouco sandy";1.75023;"2019/03/30 12:22:18.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-30T12:22:18Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.031;17.05;"sandy";"sandy_water";"muddy_sand";"muddy";"muddy";"sediment";"other";"sandy";"muddy";"other";"6";"muddy";"training";"muddy";"2";"4";"2";"4";"5";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2623;"2623";"30/03/2029";"Adonga";"1";"25";"-";"-";"-";"sandy_mud";"-";10;1;0;0;0;0;"-";"S";"N";NA;"Belo";"100-713/714";"yellowness";3.574667;"2019/03/30 11:54:55.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-30T11:54:55Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.193;24.9;"muddy";"muddy";"muddy";"muddy";"muddy";"sediment";"other";"muddy";"muddy";"other";"6";"muddy";"training";"muddy";"2";"4";"2";"4";"5";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;0;"8D4";"05/02/2019";"Adonga";"2";"poligono";"10YR";"7B";"wet";"sand";"-";20;0;0;0;0;0;"-";"N";"N";10;"Belo";"-";NA;13.48285;"2019/02/05 16:44:44.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-02-05T16:44:44Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.031;8.57;"sandy";"sandy_water";"sandy";"sandy";"wet_sandy";"sediment";"other";"sandy";"sandy";"other";"5";"wet_sandy";"training";"wet_sandy";"2";"4";"2";"3";"3";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2514;"2514";"14/03/2019";"Adonga";"1";"25";"10YR";"7B";"wet";"sandy_mud";"-";35;10;0;0;0;0;"-";"N";"N";20;"Belo";"100-466/467";"muito mais muddy do que o 1-2513";5.614979;"2019/03/14 09:03:26.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T09:03:26Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.193;29.1;"muddy";"muddy_water";"muddy";"muddy";"wet_muddy";"sediment";"other";"muddy";"muddy";"other";"6";"muddy";"validation";"muddy";"2";"6";"2";"4";"4";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2513;"2513";"14/03/2019";"Adonga";"1";"40";"10YR";"7B";"wet";"sandy_mud";"-";60;10;0;0;0;0;"-";"N";"N";13;"Belo";"100-464/465";NA;9.582789;"2019/03/14 08:54:23.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T08:54:23Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.494;24.06;"muddy";"muddy_water";"muddy";"muddy";"wet_muddy";"sediment";"other";"muddy";"muddy";"other";"6";"muddy";"validation";"muddy";"2";"4";"2";"4";"4";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2512;"2512";"14/03/2019";"Adonga";"1";"20";"10YR";"7A";"wet";"muddy_sand";"uca";20;0;0;0;100;0;"H";"N";"N";8;"Belo";"100-462/463";NA;13.732622;"2019/03/14 08:41:13.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T08:41:13Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.124;9.07;"sandy_uca";"sandy_uca_water";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"other";"4";"sandy_uca";"validation";"sandy_uca";"1";"3";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2511;"2511";"14/03/2019";"Adonga";"1";"35";"10YR";"7B";"wet";"sandy_mud";"-";70;10;0;0;0;0;"-";"N";"N";16;"Belo";"100-460/461";NA;16.757881;"2019/03/14 08:30:58.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T08:30:58Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.379;24.45;"muddy";"muddy_water";"muddy";"muddy";"wet_muddy";"sediment";"other";"muddy";"muddy";"other";"6";"muddy";"validation";"muddy";"2";"4";"2";"4";"4";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2508;"2508";"13/03/2019";"Adonga";"1";"15";"10YR";"7A";"-";"mud";"uca";0;0;0;5;100;0;"H";"N";"N";20;"Belo";"100-452/453";"sedid=1-2506";1;"2019/03/13 10:04:24.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-13T10:04:24Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;56.18;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"5";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2523;"2523";"14/03/2019";"Adonga";"1";"20";"10YR";"7B";"wet";"muddy_sand";"-";15;5;0;5;0;0;"-";"N";"N";8;"Belo";"100-482/483";NA;-2.335717;"2019/03/14 10:32:34.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T10:32:34Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.124;11.48;"sandy";"sandy_water";"muddy_sand";"muddy";"muddy";"sediment";"other";"sandy";"muddy";"other";"6";"muddy";"training";"muddy";"2";"4";"2";"4";"5";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2522;"2522";"14/03/2019";"Adonga";"1";"15";"10YR";"8B";"wet";"sand";"-";2;1;0;0;0;0;"-";"N";"N";4;"Belo";"100-480/481";"sedid=1-2521";-8388608;"2019/03/14 10:17:12.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T10:17:12Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;3.28;"sandy";"sandy";"sandy";"sandy";"sandy";"sediment";"other";"sandy";"sandy";"other";"3";"sandy";"training";"sandy";"2";"2";"2";"2";"2";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2521;"2521";"14/03/2019";"Adonga";"1";"50";"10YR";"8B";"wet";"sand";"-";2;1;0;0;0;0;"-";"N";"N";4;"Belo";"100-480/481";NA;-4.705324;"2019/03/14 10:15:14.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T10:15:14Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.773;3.28;"sandy";"sandy";"sandy";"sandy";"sandy";"sediment";"other";"sandy";"sandy";"other";"3";"sandy";"training";"sandy";"2";"2";"2";"2";"2";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2520;"2520";"14/03/2019";"Adonga";"1";"25";"10YR";"7B";"wet";"sand";"uca";1;0;0;0;100;0;"H";"N";"N";5;"Belo";"100-478/479";NA;-8388608;"2019/03/14 10:08:14.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T10:08:14Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.193;6.84;"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"other";"4";"sandy_uca";"validation";"sandy_uca";"1";"3";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2519;"2519";"14/03/2019";"Adonga";"1";"100";"10YR";"6A";"-";"mud";"uca";1;0;0;0;100;0;"H";"N";"N";20;"Belo";"100-476/477";NA;-8388608;"2019/03/14 09:55:25.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T09:55:25Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";3.09;44.12;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"5";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2518;"2518";"14/03/2019";"Adonga";"1";"5";"10YR";"7B";"wet";"sandy_mud";"-";30;1;0;0;0;0;"-";"N";"N";15;"Belo";"100-474/475";"com muita mud";-2.622515;"2019/03/14 09:46:33.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T09:46:33Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.008;21.56;"muddy";"muddy_water";"muddy";"muddy";"wet_muddy";"sediment";"other";"muddy";"muddy";"other";"6";"muddy";"training";"muddy";"2";"4";"2";"4";"4";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2517;"2517";"14/03/2019";"Adonga";"1";"10";"-";"-";"wet";"sand";"uca";0;0;0;0;100;0;"M";"N";"N";4;"Belo";"100-472/473";NA;0.893734;"2019/03/14 09:38:20.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T09:38:20Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.031;3.48;"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"other";"4";"sandy_uca";"training";"sandy_uca";"1";"1";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2516;"2516";"14/03/2019";"Adonga";"1";"10";"10YR";"7B";"-";"sand";"uca";0;10;0;0;100;0;"H";"N";"N";7;"Belo";"100-470/471";NA;2.187258;"2019/03/14 09:33:12.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T09:33:12Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.031;7.42;"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"other";"4";"sandy_uca";"training";"sandy_uca";"1";"3";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2531;"2531";"14/03/2019";"Adonga";"1";"40";"10YR";"7B";"wet";"sand";"-";0;0;0;0;0;0;"-";"N";"N";4;"Belo";"100-496/497";NA;0.084219;"2019/03/14 11:22:53.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T11:22:53Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.494;3.61;"sandy";"sandy";"sandy";"sandy";"sandy";"sediment";"other";"sandy";"sandy";"other";"3";"sandy";"training";"sandy";"2";"2";"2";"2";"2";"2";"sandy";"2";"1";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2530;"2530";"14/03/2019";"Adonga";"1";"5";"-";"-";"-";"muddy_sand";"uca";0;0;0;0;0;0;"-";"N";"N";7;"Belo";"100-494/495";NA;0.005062;"2019/03/14 11:17:43.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T11:17:43Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.008;17.92;"sandy_uca";"sandy_uca";"muddy_sand_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"sandy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"3";"2";"4";"6";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2529;"2529";"14/03/2019";"Adonga";"1";"15";"10YR";"7B";"wet";"muddy_sand";"-";20;0;0;0;0;0;"-";"N";"N";9;"-";"-";NA;0.073965;"2019/03/14 11:11:52.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T11:11:52Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;11.1;"sandy";"sandy_water";"muddy_sand";"muddy";"wet_muddy";"sediment";"other";"sandy";"muddy";"other";"6";"muddy";"training";"muddy";"2";"4";"2";"4";"4";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2528;"2528";"14/03/2019";"Adonga";"1";"10";"10YR";"7B";"wet";"muddy_sand";"uca";0;0;0;0;100;0;"M";"N";"N";5;"Belo";"100-492/493";NA;0.571083;"2019/03/14 11:04:31.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-14T11:04:31Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.031;9.4;"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"other";"4";"sandy_uca";"training";"sandy_uca";"1";"3";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2542;"2542";"21/03/2019";"Adonga";"1";"15";"-";"-";"wet";"sandy_mud";"-";20;0;0;5;0;0;"-";"N";"N";20;"Belo";"100-577/578";NA;8.426575;"2019/03/21 16:11:13.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-21T16:11:13Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;18.83;"sandy";"sandy_water";"muddy_sand";"muddy";"wet_muddy";"sediment";"other";"sandy";"muddy";"other";"6";"muddy";"training";"muddy";"2";"4";"2";"4";"4";"3";"muddy";"2";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2541;"2541";"21/03/2019";"Adonga";"1";"15";"-";"-";"wet";"sand";"uca";0;10;0;0;100;0;"H";"N";"N";9;"Belo";"100-575/576";NA;8.833384;"2019/03/21 16:03:12.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-21T16:03:12Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;8.08;"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"sandy_uca";"other";"4";"sandy_uca";"training";"sandy_uca";"1";"3";"2";"1";"1";"1";"sandy-with-FBA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"Sand with FBA"
3;2540;"2540";"21/03/2019";"Adonga";"1";"15";"-";"-";"-";"muddy_sand";"uca";0;5;0;0;100;0;"H";"N";"N";15;"Belo";"100-573/574";NA;9.869792;"2019/03/21 15:55:20.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-21T15:55:20Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.07;13.78;"sandy_uca";"sandy_uca";"muddy_sand_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"sandy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"3";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
3;2539;"2539";"21/03/2019";"Adonga";"1";"5";"-";"-";"-";"mud";"uca";2;0;0;0;100;0;"H";"N";"N";20;"Belo";"100-571/572";NA;6.062044;"2019/03/21 15:40:49.000";"<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>";"<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>";"<ctx:CreationTime>2019-03-21T15:40:49Z</ctx:CreationTime>";"gt_pontosbuffer_poligonos_plots";"C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots";0.008;NA;"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"muddy_uca";"other";"muddy_uca";"muddy_uca";"other";"7";"muddy_uca";"training";"muddy_uca";"2";"3";"1";"5";"6";"4";"muddy-with-FBA";"1";"2";NA;NA;NA;NA;NA;NA;NA;"not Sand with FBA"
